Genus;Epithet;Author;Whole
Philibertia;gilliesii;Hook. & Arn.      ;Philibertia gilliesii Hook. & Arn.      
Philibertia;globiflora;Goyder        ;Philibertia globiflora Goyder        
Philibertia;latiflora;(Griseb.) Goyder       ;Philibertia latiflora (Griseb.) Goyder       
Philibertia;longistyla;Goyder        ;Philibertia longistyla Goyder        
Philibertia;lysimachioides;(Wedd.) T.Mey.       ;Philibertia lysimachioides (Wedd.) T.Mey.       
Philibertia;multiflora;(T.Mey.) Goyder       ;Philibertia multiflora (T.Mey.) Goyder       
Philibertia;peduncularis;(Benth.) Goyder       ;Philibertia peduncularis (Benth.) Goyder       
Philibertia;picta;Schltr.        ;Philibertia picta Schltr.        
Philibertia;religiosa;Goyder        ;Philibertia religiosa Goyder        
Philibertia;solanoides;Kunth        ;Philibertia solanoides Kunth        
Philibertia;speciosa;(Malme) Goyder       ;Philibertia speciosa (Malme) Goyder       
Philibertia;stipitata;Lillo        ;Philibertia stipitata Lillo        
Philibertia;suberecta;Goyder        ;Philibertia suberecta Goyder        
Philibertia;tactila;Goyder        ;Philibertia tactila Goyder        
Philibertia;tomentosa;(Decne.) Goyder       ;Philibertia tomentosa (Decne.) Goyder       
Philibertia;velutina;Goyder        ;Philibertia velutina Goyder        
Philibertia;zongoensis;Goyder        ;Philibertia zongoensis Goyder        
Pinochia;corymbosa;(Jacq.) M.E.Endress & B.F.Hansen     ;Pinochia corymbosa (Jacq.) M.E.Endress & B.F.Hansen     
Pinochia;floribunda;(Sw.) M.E.Endress & B.F.Hansen     ;Pinochia floribunda (Sw.) M.E.Endress & B.F.Hansen     
Prestonia;acrensis;J.F.Morales        ;Prestonia acrensis J.F.Morales        
Prestonia;quinquangularis;(Jacq.) Spreng.       ;Prestonia quinquangularis (Jacq.) Spreng.       
Prestonia;amazonica;(Benth. ex Müll.Arg.) J.F.Macbr.     ;Prestonia amazonica (Benth. ex Müll.Arg.) J.F.Macbr.     
Prestonia;annularis;(L.f.) G.Don       ;Prestonia annularis (L.f.) G.Don       
Prestonia;bahiensis;Müll.Arg.        ;Prestonia bahiensis Müll.Arg.        
Prestonia;boliviana;J.F.Morales & A.Fuentes      ;Prestonia boliviana J.F.Morales & A.Fuentes      
Prestonia;brittonii;N.E.Br.        ;Prestonia brittonii N.E.Br.        
Prestonia;calycina;Müll.Arg.        ;Prestonia calycina Müll.Arg.        
Prestonia;cayennensis;(A.DC.) Pichon       ;Prestonia cayennensis (A.DC.) Pichon       
Prestonia;coalita;(Vell.) Woodson       ;Prestonia coalita (Vell.) Woodson       
Prestonia;cogolloi;J.F.Morales        ;Prestonia cogolloi J.F.Morales        
Prestonia;cordifolia;Woodson        ;Prestonia cordifolia Woodson        
Prestonia;cyaniphylla;(Rusby) Woodson       ;Prestonia cyaniphylla (Rusby) Woodson       
Prestonia;denticulata;(Vell.) Woodson       ;Prestonia denticulata (Vell.) Woodson       
Prestonia;didyma;(Vell.) Woodson       ;Prestonia didyma (Vell.) Woodson       
Prestonia;discolor;Woodson        ;Prestonia discolor Woodson        
Prestonia;dusenii;(Malme) Woodson       ;Prestonia dusenii (Malme) Woodson       
Prestonia;exserta;(A.DC.) Standl.       ;Prestonia exserta (A.DC.) Standl.       
Prestonia;falcatosepala;J.F.Morales        ;Prestonia falcatosepala J.F.Morales        
Prestonia;finitima;Woodson        ;Prestonia finitima Woodson        
Prestonia;folsomii;J.F.Morales        ;Prestonia folsomii J.F.Morales        
Prestonia;portobellensis;(Beurl.) Woodson       ;Prestonia portobellensis (Beurl.) Woodson       
Prestonia;guianensis;Gleason        ;Prestonia guianensis Gleason        
Prestonia;haughtii;Woodson        ;Prestonia haughtii Woodson        
Prestonia;ipomaeifolia;A.DC.        ;Prestonia ipomaeifolia A.DC.        
Prestonia;lacerata;Woodson        ;Prestonia lacerata Woodson        
Prestonia;lagoensis;(Müll.Arg.) Woodson       ;Prestonia lagoensis (Müll.Arg.) Woodson       
Prestonia;tomentosa;R.Br.        ;Prestonia tomentosa R.Br.        
Prestonia;leco;A.Fuentes & J.F.Morales      ;Prestonia leco A.Fuentes & J.F.Morales      
Prestonia;lenticellata;A.H.Gentry        ;Prestonia lenticellata A.H.Gentry        
Prestonia;lindleyana;Woodson        ;Prestonia lindleyana Woodson        
Prestonia;lindmanii;(Malme) Hoehne       ;Prestonia lindmanii (Malme) Hoehne       
Prestonia;longifolia;(Sessé & Moc.) J.F.Morales     ;Prestonia longifolia (Sessé & Moc.) J.F.Morales     
Prestonia;macroneura;(Müll.Arg.) Woodson       ;Prestonia macroneura (Müll.Arg.) Woodson       
Prestonia;megagros;(Vell.) Woodson       ;Prestonia megagros (Vell.) Woodson       
Prestonia;mexicana;A.DC.        ;Prestonia mexicana A.DC.        
Prestonia;mollis;Kunth        ;Prestonia mollis Kunth        
Prestonia;morilloi;Markgr.        ;Prestonia morilloi Markgr.        
Prestonia;parviflora;(Benth.) Benth.       ;Prestonia parviflora (Benth.) Benth.       
Prestonia;trifida;(Poepp.) Woodson       ;Prestonia trifida (Poepp.) Woodson       
Prestonia;papillosa;(Müll.Arg.) J.F.Morales       ;Prestonia papillosa (Müll.Arg.) J.F.Morales       
Prestonia;parvifolia;K.Schum. ex Woodson      ;Prestonia parvifolia K.Schum. ex Woodson      
Prestonia;peregrina;Woodson        ;Prestonia peregrina Woodson        
Prestonia;phenax;Woodson        ;Prestonia phenax Woodson        
Prestonia;plumierifolia;Markgr.        ;Prestonia plumierifolia Markgr.        
Rhodocalyx;riedelii;(Müll.Arg.) J.F.Morales & al.     ;Rhodocalyx riedelii (Müll.Arg.) J.F.Morales & al.     
Prestonia;robusta;Rusby        ;Prestonia robusta Rusby        
Prestonia;rotundifolia;K.Schum. ex Woodson      ;Prestonia rotundifolia K.Schum. ex Woodson      
Prestonia;schumanniana;Woodson        ;Prestonia schumanniana Woodson        
Prestonia;seemannii;Miers        ;Prestonia seemannii Miers        
Prestonia;solanifolia;(Müll.Arg.) Woodson       ;Prestonia solanifolia (Müll.Arg.) Woodson       
Prestonia;speciosa;Donn.Sm.        ;Prestonia speciosa Donn.Sm.        
Prestonia;surinamensis;Müll.Arg.        ;Prestonia surinamensis Müll.Arg.        
Prestonia;vana;Woodson        ;Prestonia vana Woodson        
Matelea;prosthecidiscus;Woodson        ;Matelea prosthecidiscus Woodson        
Rhabdadenia;biflora;(Jacq.) Müll.Arg.       ;Rhabdadenia biflora (Jacq.) Müll.Arg.       
Rhabdadenia;madida;(Vell.) Miers       ;Rhabdadenia madida (Vell.) Miers       
Rhabdadenia;ragonesei;Woodson        ;Rhabdadenia ragonesei Woodson        
Oxypetalum;gracile;T.Mey.        ;Oxypetalum gracile T.Mey.        
Pentacyphus;andinus;(Ball) Liede       ;Pentacyphus andinus (Ball) Liede       
Funastrum;angustissimum;(Andersson) E.Fourn.       ;Funastrum angustissimum (Andersson) E.Fourn.       
Funastrum;bilobum;(Hook. & Arn.) J.F.Macbr.     ;Funastrum bilobum (Hook. & Arn.) J.F.Macbr.     
Funastrum;cynanchoides;(Decne.) Schltr.       ;Funastrum cynanchoides (Decne.) Schltr.       
Funastrum;elegans;(Decne.) Schltr.       ;Funastrum elegans (Decne.) Schltr.       
Funastrum;glaucum;(Kunth) Schltr.       ;Funastrum glaucum (Kunth) Schltr.       
Funastrum;refractum;(Donn.Sm.) Schltr.       ;Funastrum refractum (Donn.Sm.) Schltr.       
Schistonema;weberbaueri;Schltr.        ;Schistonema weberbaueri Schltr.        
Schubertia;grandiflora;Mart. ex Zucc.      ;Schubertia grandiflora Mart. ex Zucc.      
Schubertia;hatschbachii;Morillo        ;Schubertia hatschbachii Morillo        
Schubertia;morilloana;Fontella        ;Schubertia morilloana Fontella        
Schubertia;multiflora;Mart.        ;Schubertia multiflora Mart.        
Schubertia;schreiteri;Descole & T.Mey.      ;Schubertia schreiteri Descole & T.Mey.      
Scyphostelma;microphyllum;(Kunth) Liede & Meve     ;Scyphostelma microphyllum (Kunth) Liede & Meve     
Scyphostelma;pichinchense;(K.Schum.) Liede & Meve     ;Scyphostelma pichinchense (K.Schum.) Liede & Meve     
Scyphostelma;serpyllifolium;(Kunth) Liede & Meve     ;Scyphostelma serpyllifolium (Kunth) Liede & Meve     
Scyphostelma;sodiroi;(K.Schum.) Liede & Meve     ;Scyphostelma sodiroi (K.Schum.) Liede & Meve     
Scyphostelma;tenellum;(L.f.) Liede & Meve     ;Scyphostelma tenellum (L.f.) Liede & Meve     
Scyphostelma;trianae;(Schltr.) Liede & Meve     ;Scyphostelma trianae (Schltr.) Liede & Meve     
Scyphostelma;veleziae;(Morillo) Liede & Meve     ;Scyphostelma veleziae (Morillo) Liede & Meve     
Secondatia;densiflora;A.DC.        ;Secondatia densiflora A.DC.        
Secondatia;duckei;Markgr.        ;Secondatia duckei Markgr.        
Secondatia;floribunda;A.DC.        ;Secondatia floribunda A.DC.        
Secondatia;schlimiana;Müll.Arg.        ;Secondatia schlimiana Müll.Arg.        
Funastrum;angustifolium;(Pers.) Liede & Meve     ;Funastrum angustifolium (Pers.) Liede & Meve     
Skytanthus;hancorniifolius;(A.DC.) Miers       ;Skytanthus hancorniifolius (A.DC.) Miers       
Tassadia;decalepis;(Turcz.) Liede & Meve     ;Tassadia decalepis (Turcz.) Liede & Meve     
Tassadia;pentalepis;(Turcz.) Liede & Meve     ;Tassadia pentalepis (Turcz.) Liede & Meve     
Stipecoma;peltigera;(Stadelm.) Müll.Arg.       ;Stipecoma peltigera (Stadelm.) Müll.Arg.       
Strophanthus;gratus;(Wall. & Hook.) Baill.     ;Strophanthus gratus (Wall. & Hook.) Baill.     
Tassadia;aristata;(Benth. ex E.Fourn.) Fontella     ;Tassadia aristata (Benth. ex E.Fourn.) Fontella     
Tassadia;berteroana;(Spreng.) W.D.Stevens       ;Tassadia berteroana (Spreng.) W.D.Stevens       
Tassadia;capitata;W.D.Stevens        ;Tassadia capitata W.D.Stevens        
Tassadia;castellanosii;Fontella        ;Tassadia castellanosii Fontella        
Tassadia;cordata;Malme        ;Tassadia cordata Malme        
Tassadia;decaisneana;Miq.        ;Tassadia decaisneana Miq.        
Tassadia;emygdioi;Fontella        ;Tassadia emygdioi Fontella        
Tassadia;geniculata;Fontella        ;Tassadia geniculata Fontella        
Tassadia;grazielae;Fontella        ;Tassadia grazielae Fontella        
Tassadia;guianensis;Decne.        ;Tassadia guianensis Decne.        
Tassadia;ivonae;Morillo        ;Tassadia ivonae Morillo        
Tassadia;kamaensis;(Morillo) Morillo       ;Tassadia kamaensis (Morillo) Morillo       
Tassadia;leptobotrys;Decne.        ;Tassadia leptobotrys Decne.        
Tassadia;manarae;(Morillo) Liede & Meve     ;Tassadia manarae (Morillo) Liede & Meve     
Tassadia;martiana;Decne.        ;Tassadia martiana Decne.        
Tassadia;medinae;(Morillo) Morillo       ;Tassadia medinae (Morillo) Morillo       
Tassadia;milanezii;Fontella        ;Tassadia milanezii Fontella        
Tassadia;obovata;Decne.        ;Tassadia obovata Decne.        
Tassadia;ovalifolia;(E.Fourn.) Fontella       ;Tassadia ovalifolia (E.Fourn.) Fontella       
Tassadia;propinqua;Decne.        ;Tassadia propinqua Decne.        
Tassadia;rizzoana;Fontella        ;Tassadia rizzoana Fontella        
Tassadia;trailiana;(Benth.) Fontella       ;Tassadia trailiana (Benth.) Fontella       
Tassadia;valioi;Fontella        ;Tassadia valioi Fontella        
Cynanchum;foetidum;(Cav.) Kunth       ;Cynanchum foetidum (Cav.) Kunth       
Temnadenia;odorifera;(Vell.) J.F.Morales       ;Temnadenia odorifera (Vell.) J.F.Morales       
Temnadenia;ornata;(Hoehne) Woodson       ;Temnadenia ornata (Hoehne) Woodson       
Temnadenia;stenantha;Woodson        ;Temnadenia stenantha Woodson        
Temnadenia;violacea;(Vell.) Miers       ;Temnadenia violacea (Vell.) Miers       
Thenardia;galeottiana;Baill.        ;Thenardia galeottiana Baill.        
Tweedia;brunonis;Hook. & Arn.      ;Tweedia brunonis Hook. & Arn.      
Vincetoxicum;indicum;(Burm.f.) Mabb.       ;Vincetoxicum indicum (Burm.f.) Mabb.       
Vinca;major;L.        ;Vinca major L.        
Tylophora;barbata;R.Br.        ;Tylophora barbata R.Br.        
Anthurium;pentaphyllum;(Aubl.) G.Don       ;Anthurium pentaphyllum (Aubl.) G.Don       
Anthurium;algentryi;Croat        ;Anthurium algentryi Croat        
Anthurium;anchicayense;Croat        ;Anthurium anchicayense Croat        
Anthurium;andraeanum;Linden ex André      ;Anthurium andraeanum Linden ex André      
Anthurium;atropurpureum;R.E.Schult. & Maguire      ;Anthurium atropurpureum R.E.Schult. & Maguire      
Anthurium;bakeri;Hook.f.        ;Anthurium bakeri Hook.f.        
Anthurium;berryi;G.S.Bunting        ;Anthurium berryi G.S.Bunting        
Anthurium;bogotense;Schott        ;Anthurium bogotense Schott        
Anthurium;bonplandii;G.S.Bunting        ;Anthurium bonplandii G.S.Bunting        
Anthurium;breviscapum;Kunth        ;Anthurium breviscapum Kunth        
Anthurium;caramantae;Engl.        ;Anthurium caramantae Engl.        
Anthurium;cataniapoense;Croat        ;Anthurium cataniapoense Croat        
Anthurium;chrysolithos;Croat & Oberle      ;Anthurium chrysolithos Croat & Oberle      
Anthurium;trilobum;Lindl.        ;Anthurium trilobum Lindl.        
Anthurium;coclense;Croat        ;Anthurium coclense Croat        
Anthurium;cocornaense;Croat        ;Anthurium cocornaense Croat        
Anthurium;coripatense;N.E.Br. ex Engl.      ;Anthurium coripatense N.E.Br. ex Engl.      
Anthurium;crassinervium;(Jacq.) Schott       ;Anthurium crassinervium (Jacq.) Schott       
Anthurium;crassivenium;Engl.        ;Anthurium crassivenium Engl.        
Anthurium;cucullispathum;Croat        ;Anthurium cucullispathum Croat        
Anthurium;cupulispathum;Croat & J.Rodr.      ;Anthurium cupulispathum Croat & J.Rodr.      
Anthurium;decurrens;Poepp.        ;Anthurium decurrens Poepp.        
Anthurium;digitatum;(Jacq.) Schott       ;Anthurium digitatum (Jacq.) Schott       
Anthurium;eminens;Schott        ;Anthurium eminens Schott        
Anthurium;erythrostachyum;Croat        ;Anthurium erythrostachyum Croat        
Anthurium;fendleri;Schott        ;Anthurium fendleri Schott        
Anthurium;formosum;Schott        ;Anthurium formosum Schott        
Anthurium;friedrichsthalii;Schott        ;Anthurium friedrichsthalii Schott        
Anthurium;gracilistipum;Croat        ;Anthurium gracilistipum Croat        
Anthurium;hacumense;Engl.        ;Anthurium hacumense Engl.        
Anthurium;humboldtianum;Kunth        ;Anthurium humboldtianum Kunth        
Anthurium;incomptum;Madison        ;Anthurium incomptum Madison        
Anthurium;inzanum;Engl.        ;Anthurium inzanum Engl.        
Anthurium;johnmackii;Croat & Oberle      ;Anthurium johnmackii Croat & Oberle      
Anthurium;julianii;G.S.Bunting        ;Anthurium julianii G.S.Bunting        
Anthurium;lancea;Sodiro        ;Anthurium lancea Sodiro        
Anthurium;lancifolium;Schott        ;Anthurium lancifolium Schott        
Anthurium;lehmannii;Engl.        ;Anthurium lehmannii Engl.        
Anthurium;longicaudatum;Engl.        ;Anthurium longicaudatum Engl.        
Anthurium;longigeniculatum;Engl.        ;Anthurium longigeniculatum Engl.        
Anthurium;longissimum;Pittier        ;Anthurium longissimum Pittier        
Anthurium;maasii;Croat        ;Anthurium maasii Croat        
Anthurium;macarenense;R.E.Schult. & Idrobo      ;Anthurium macarenense R.E.Schult. & Idrobo      
Anthurium;membranaceum;Sodiro        ;Anthurium membranaceum Sodiro        
Anthurium;michelii;Guill.        ;Anthurium michelii Guill.        
Anthurium;microspadix;Schott        ;Anthurium microspadix Schott        
Anthurium;mindense;Sodiro        ;Anthurium mindense Sodiro        
Anthurium;monticola;Engl.        ;Anthurium monticola Engl.        
Anthurium;multisulcatum;Engl.        ;Anthurium multisulcatum Engl.        
Anthurium;myosuroides;(Kunth) Endl.       ;Anthurium myosuroides (Kunth) Endl.       
Anthurium;nigrescens;Engl.        ;Anthurium nigrescens Engl.        
Anthurium;nitidum;Benth.        ;Anthurium nitidum Benth.        
Anthurium;nymphaeifolium;K.Koch & C.D.Bouché      ;Anthurium nymphaeifolium K.Koch & C.D.Bouché      
Anthurium;obliquatum;Schott        ;Anthurium obliquatum Schott        
Anthurium;obtusum;(Engl.) Grayum       ;Anthurium obtusum (Engl.) Grayum       
Anthurium;oxybelium;Schott        ;Anthurium oxybelium Schott        
Anthurium;oxycarpum;Poepp.        ;Anthurium oxycarpum Poepp.        
Anthurium;pallidicaudex;Croat & M.M.Mora      ;Anthurium pallidicaudex Croat & M.M.Mora      
Anthurium;panamense;Croat        ;Anthurium panamense Croat        
Anthurium;paraguasense;Croat        ;Anthurium paraguasense Croat        
Anthurium;pendulifolium;N.E.Br.        ;Anthurium pendulifolium N.E.Br.        
Anthurium;perijanum;G.S.Bunting        ;Anthurium perijanum G.S.Bunting        
Anthurium;pluviaticum;R.E.Schult.        ;Anthurium pluviaticum R.E.Schult.        
Anthurium;polyschistum;R.E.Schult. & Idrobo      ;Anthurium polyschistum R.E.Schult. & Idrobo      
Anthurium;pulchellum;Engl.        ;Anthurium pulchellum Engl.        
Anthurium;pulverulentum;Sodiro        ;Anthurium pulverulentum Sodiro        
Anthurium;ravenii;Croat & R.A.Baker      ;Anthurium ravenii Croat & R.A.Baker      
Anthurium;roraimense;N.E.Br. ex Oliv.      ;Anthurium roraimense N.E.Br. ex Oliv.      
Anthurium;rotundistigmatum;Croat        ;Anthurium rotundistigmatum Croat        
Anthurium;sagittatum;(Sims) G.Don       ;Anthurium sagittatum (Sims) G.Don       
Anthurium;sanguineum;Engl.        ;Anthurium sanguineum Engl.        
Anthurium;sarmentosum;Engl.        ;Anthurium sarmentosum Engl.        
Anthurium;scandens;(Aubl.) Engl.       ;Anthurium scandens (Aubl.) Engl.       
Anthurium;signatum;K.Koch & L.Mathieu      ;Anthurium signatum K.Koch & L.Mathieu      
Anthurium;sinuatum;Benth. ex Schott      ;Anthurium sinuatum Benth. ex Schott      
Anthurium;smaragdinum;G.S.Bunting        ;Anthurium smaragdinum G.S.Bunting        
Anthurium;stipitatum;Benth.        ;Anthurium stipitatum Benth.        
Anthurium;subaequans;Croat & Oberle      ;Anthurium subaequans Croat & Oberle      
Anthurium;subtrilobum;Schott        ;Anthurium subtrilobum Schott        
Anthurium;tenerum;Engl.        ;Anthurium tenerum Engl.        
Anthurium;tonduzii;Engl.        ;Anthurium tonduzii Engl.        
Anthurium;truncicola;Engl.        ;Anthurium truncicola Engl.        
Anthurium;uleanum;Engl.        ;Anthurium uleanum Engl.        
Anthurium;vallense;Croat        ;Anthurium vallense Croat        
Anthurium;variilobum;Croat & M.M.Mora      ;Anthurium variilobum Croat & M.M.Mora      
Anthurium;vaupesianum;Croat        ;Anthurium vaupesianum Croat        
Anthurium;versicolor;Sodiro        ;Anthurium versicolor Sodiro        
Anthurium;warocqueanum;T.Moore        ;Anthurium warocqueanum T.Moore        
Epipremnum;aureum;(Linden & André) G.S.Bunting     ;Epipremnum aureum (Linden & André) G.S.Bunting     
Epipremnum;pinnatum;(L.) Engl.       ;Epipremnum pinnatum (L.) Engl.       
Heteropsis;boliviana;Rusby        ;Heteropsis boliviana Rusby        
